:START_ID,:END_ID,:TYPE,CreateTimeStamp,EFFDT,TERMDT,Version,Status
6TAAI9R25N9S4O8GNFTCV87C7R,1HSCI5MSCPF8J0KBMVEODOUG19,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,UD84HONI64N5B5BT8TVFLA4BC,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,6MHBNIS63DKJTFC7F3PR98RLE8,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,3UJU6AH7CJMUB7ADNNDPO68D08,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,3QA6UCLPEN97D21C8JU68V966T,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,6EAPVDB9A8V07EQ7T5CML15SM5,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,7RLE60GCM8H5K70QCUGF44SDJU,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,2RRVOOVIOI88V2K4VN6BPVIL8F,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,69R9DDJ3T52N0Q5PTELJLNGFI7,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,JO3L7ANTM4PRDJB0IFB4OFS99,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,1K26FROIPRCN2EJJ5VET3HCSC4,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,5C2SIHADFKEMASUOL4AU9PLJFJ,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,346S9SEBRQKALU0J84R756GDC3,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,726A2LA5JTBE6MROSVH75HJJ88,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,3VQLCB45THCO9A9P01900ULIU1,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,1E14ML85HIV642OBL1MI3LK6CK,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
C0MJK8NVJRKEO6S412KHOAFR4,1SHNN75UOIQCTKRFQP4JNHCKJK,contains,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,PDB6P21CRQ4LN1UE24KRPMOA9,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,2VKH7GES3TL6AVO2TD505G92SP,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,6NKMHBVQAEEJ7J8RO3I8DLLDM6,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,4U94DFBHUFOG4QJ3D9KV5JP62R,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,2ESTB8ELMFR67UHLDQTM24MCM1,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,7V7HQ46T8KUJMVLJ583HNGJ0P3,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,6RU9ST379NAO4L4N0HO7983I52,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
C0MJK8NVJRKEO6S412KHOAFR4,1SHNN75UOIQCTKRFQP4JNHCKJK,contains,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,1QPMFC3ASP29K5MUPNIFHPKTJU,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
7DU51P0TD87927VE5M63ESJI6U,12AE0D3AERPIKLEPIS6MK620HN,contains_database,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,7K60TH576V1DRMAV77L2QT4ELA,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,7VIL5HF5N20LUDKFABIFSLKF7H,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,5930HFT19GPS2ALVK1R7FM3VJM,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,3B32NCVPQP5507BR4LCD0SKEFI,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,4N44ID6KB9CKSHM0N26RQ515F5,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,7AQOCCJT7QKRI49V6PVC34JBVH,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,2QKF94L4HUOVV8TSINHET5BOM0,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,2B3T0RAVLUE01RUVGABBNBA8S3,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,GTG1678BRNCCC9B5J8LLE51B8,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,1T6GNQO32275OQMV4DN6JG1JRH,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,PO749BAPJKEBG7DSRFOMRE6MB,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,1L9OP2EOEK9T8AHABSI8DGGDTJ,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,UA1S6S7EJEQ8H7JCO164SL0CO,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,4JB7OGFN6U0MLK9TEKMP8NQBNO,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,585IJV84ND4G4JME82H15H10L6,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,25U5BL953M1IQOJVL0QEEV1R5U,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,56605A7D9JUNREO4E1BLKC6O7R,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,2TR5QBS54F6OK8H4P100OPEPHQ,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,1PA58OR41DOD5D96TA6VD4UI1B,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,7R6LCPUH8ED3CI246VLBT3CN65,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,2UCKN827OFM44SIV7DGLV8I4LD,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,1HMK0U40BSBLU8NUE4II96JJPG,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,1GAACQQDD1QQEVIU0CM32AQJV1,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,2UB27QDFG84LPKVERPTL1QU2F0,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,1AO6S80G1UQ5QKVPUVM2FBE8T3,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,7L0N8KT8KJM5RL1SI43JSD5R5H,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,1HQAUHTNA0MVIMJ8QE1GM1GLJL,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,5J1Q2UEG1O5ORQK75OA11QIE4C,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,145S4D5A4HLRK6LD4F9Q88O1MA,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,34FOLE4L6PMGMS978M4U3APL65,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,25U5VEHB25NR1QMVEIDMA20672,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,6KT1HQUTTBMDRJJ4FGB632UEGS,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,42GL2POA4M078E18GIBR7ODO7R,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,2GVC52AK9MVFD59T3JOTJSA0KH,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,4IDC45833MOS781H1F3H8TOAAB,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,6OML0M9SKTANF3U4SCH4I5ISO9,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,2O2LTO8TM0DGBEB03M366CPSD,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,38P62QH7GAKDNRMU9SLKC17R1C,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,4LAAII2353KJIRHRM96OC4UJDR,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,636H950912FL4KUE1TVP5SL044,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,1TQO2DBR0KPVVDSQTS1UAF4F5U,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,2H1B0HMQS25VV8UEP9SV0JU4QH,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,2MTNJ6Q9KO6BBDG6DCAV328S5H,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,73LPAI7989TKH9M93TEVE1E5H,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,4IRMINM2CDPL823S2FDGRK8K5Q,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,745HEJ22LHJ92O3UKO9KI29IC5,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,2HV50VT9I653CHOAHKFL1KFV2S,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,6449SM4D9LEALTCMS5176M7BHS,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,6JS0TI3NRHUO3K4KAII58GOND,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,VE2ENMKDC630MGRA8OGMURQDA,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,5Q5DB9G0V67OCP17I3IJ3UON3U,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,71CQ21RDV5CJ4GV53MKI4039F3,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,7TJ9PPAV04IEK7B7TK252DFR96,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,664228QTNRV80455BVSPJ39DNF,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,79N4S4DVK9N316JS97H4I2IJM4,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,3UGR0QFB8L7N1N6T60GRVRR614,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,4QIQ40R9508NDMSFIKBNOGSI43,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,2T69BBLA63SK9DCIP96HSIP15Q,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,3C8CQQCSL8MHKP5ASPH1RHUI7U,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,5SV2044LFIIJAADNBCG667DLB2,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,QQI970L07OADS65T849QTJ169,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,2E06BRL6R3VR9BVJO89C83ABJ,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,1A41IDI9M4RSJIVMG715GMMJ7O,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,2KJA9MDK69K2RB7SJVMK76ML6C,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,28BATK511UU4MK6S1M88G3VN1F,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,1HS53AHU9R6C0P0CVTBGQE2526,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,7O8JRK8A6VGKVSL7IFLI7523FN,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,6A3OPSLOH4UR52NJ6KEFU634V0,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,1VSC42LMALLHJNFMORUAC7D6DR,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,35A5N8F7V85G68TG5VIOKMT823,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,37GDC46LF8V7EPCSAMK0Q5EQUV,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,3I6J7VH0J3PIII5VIBEL9LMFNL,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,7MLJ9KRQCF8UBPDLIHSKS3V2T8,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,66U6E5UN3NMPR704NI0KHUCAJ8,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,3F387FBAFD3VKMBK6E9EV7DC8R,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,547DN6GNH2PQD2CLOTU05A9C6,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,7ALSFFQVG6T590PFJG0MV3RPOJ,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,50LOS4HK9PT1IG5VDTVBM0BTR,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,ITFQOHJ5B2KG6LN2LR3RJB58B,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,747E7FE680R9CJD9JHUSJ63ABK,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,5HAPDCA2J2TM6803DICPPNDUVH,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,3AT3TLB2BTU587V09FKRBG0FUB,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,6NIFUSI3SV0R70VDN3TJ38UNI8,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,2F3NMMBC5PMKFQDV98P9IVF6TL,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,41BN0HT0MF9HNQ00BFSKSCBITV,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,1NPSDB9LBT4S4P9VJINBLJQAGA,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,61DDQ25Q5189ACLU5ERDTITRB,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,3O786AOG3O4T82TMA64OS6MBF9,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,4OMUNVHK8MRCOU3ANLBPMEHDC7,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,7G1AFAB87VTDP4MJNN68HA34FT,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,66IPHUADM54U8A4CM3QCGUG6KC,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,7GMIBQMPQAUNPL25KG8EJ3OIEH,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,99RFOEMFLI48V21O78EICOMKH,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,1A2QU1MJSGILLHSJQLSUHHD955,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,6O12A61CHGKL04I2E6R4FCGC3I,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,5UR33RH51VDK455F6IQPKP9L14,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,3B24TUIH1MLVHB3AF5BRCILCHH,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,4EN7DKVBVMPU6G9RTA1EPPVCS0,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,3I42HA7RMC03GAA67HRH30P600,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,7JRH4I4EM3IOSGIJ6V3PB4IG8N,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,6GP42080RU59H5DDL0JF7LCVI,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,7V1LDNMN7ONTOPMN1S70I781TC,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,3LSVCE6O2KN2MQ1NHUVGDAA31E,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
1SHNN75UOIQCTKRFQP4JNHCKJK,32NK1ND58L6ODEHBLIGF8E2KA,contains_macro,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,1,I
6JTA9NCUM38HIV4I3G4ITTPL8C,7HMUNP82ARR97S3085JUISI7IF,depends_on_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
17251QDLTSO0P2MLG9HMP3UMLC,7HMUNP82ARR97S3085JUISI7IF,depends_on_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
S944RVMUHH70J7O0Q6M42ICGC,ETBVH16DNEVM816C9G2DFBDUB,depends_on_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
76A5FOBKAM0R13O0UJ7JTH879E,56CFDA34RI7HNG51NMAT453DHN,depends_on_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
76A5FOBKAM0R13O0UJ7JTH879E,S944RVMUHH70J7O0Q6M42ICGC,depends_on_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
73LIA7B84G2LK0QC836B2359FP,7HMUNP82ARR97S3085JUISI7IF,depends_on_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
3UA8UJLIS8SL5L58057DDUFCT,7HMUNP82ARR97S3085JUISI7IF,depends_on_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
KLMPD9G1828GTLUS2E2JMEILS,7HMUNP82ARR97S3085JUISI7IF,depends_on_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
72SC0H1ALG7VIHGHC0TM1G3PUE,2VR5MNU1MN5J3MB45MA44D2K6T,depends_on_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
38R3B6FUG0037QQLVDJTLKRQ9B,3O9GUC5R4QOONPJF5IUUPBI3MT,depends_on_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
5KKBUC4K0N8BE1SMOJGR1DH5C3,2VR5MNU1MN5J3MB45MA44D2K6T,depends_on_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
23JAQQS85U0I2079MLCU4RC8ML,2VR5MNU1MN5J3MB45MA44D2K6T,depends_on_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
1ODJOFKAR9944RQLH5HCEUFT31,ETBVH16DNEVM816C9G2DFBDUB,depends_on_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
685CRUIGH5F0PLO7AK7B7EMT1N,7HMUNP82ARR97S3085JUISI7IF,depends_on_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
4F47ICV2A920U4DOA60ACGMDFM,685CRUIGH5F0PLO7AK7B7EMT1N,depends_on_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
4F47ICV2A920U4DOA60ACGMDFM,7HMUNP82ARR97S3085JUISI7IF,depends_on_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
56ARE8O0945IS5PA50KL9PJQOQ,7HMUNP82ARR97S3085JUISI7IF,depends_on_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
4LECRG0J6NSES5087M5L5IK6TQ,7HMUNP82ARR97S3085JUISI7IF,depends_on_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
53EUNNRKNCPURIVNK0UVE3QF1A,2VR5MNU1MN5J3MB45MA44D2K6T,depends_on_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
53EUNNRKNCPURIVNK0UVE3QF1A,6O9MVE3N9K94JI17R9M6B58C2K,depends_on_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
